,,,,,
,,,,,
State,X,Y,Date,Report ID,Description
,-92.09264,36.97061,7/1/1967,24404, Woman recalls a very close encounter as a child on a farm near the Mark Twain National Forest
,-90.79886,37.79465,8/1/2005,24879, Daylight sighting of a white-haired Bigfoot in a yard outside Lonedell
,-89.98725,36.06055,1961 1962,26962, Childhood face to face encounter at dusk in the river bottoms of Bootheel
,-91.16042,38.2081,10/1/2009,27089, Nighttime sighting at City Lake Park outside Sullivan
,-92.36771,38.9099,1/1/2008,27125, Late night Winter sighting by pedestrian along W. Nifong Blvd. in Columbia
,-89.86899,36.87593,1/1/1986,27410,  Man recalls his brief daylight sighting outside Bloomfield
,-94.52888,37.03575,9/1/1993,27785, Nighttime roadside sighting by a motorist outside Joplin
,-90.66216,38.21285,10/1/1983,28080, Woman remembers evening sighting while driving on Hwy. T near Oxly
,-94.60989,36.51627,9/1/2010,28210, Three fishermen returning home late at night have close contact with a Bigfoot near Southwest City
,-92.07335,38.56724,6/1/1999,28689, Memory of a daylight sighting as a passenger on Old Hwy. 94 east of Jefferson City
,-92.3046,36.8109,10/1/1980,29980, Hunter remembers his lengthy daylight sighting through binoculars near Dora
,-94.16049,39.04035,10/1/1991,30573, Bowhunter recalls dusk encounter on creek dike near Oak Grove
,-94.11218,37.85524,11/1/2011,31201, Night road crossing observed near El Dorado Springs
,-94.6028,37.84203,9/1/2012,36572, Trucker has nighttime sighting outside the city of Nevada
,-91.3012,37.39315,11/1/1971,36761, Memory told of a close encounter while deer hunting east of Salem
,-90.23058,37.40025,10/1/2012,36838, Man returns home at night to find a tall figure standing by his deer lick outside Farmington
,-92.11988,37.02496,11/1/1982,40087, Man recalls encounters while camping with his hunting party south of Cabool
,-93.14626,36.39835,7/4/1905,40177, Early morning road crossing north of Branson
,-94.19245,38.5229,3/1/2013,40306, Man observes with his binoculars a large hairy biped at the James A. Reed Wildlife Area
,-94.59565,39.30745,4/1/2013,41012, Two girls have a daytime close encounter on their family farm near Oak Grove
,-94.1057,38.5992,6/1/2013,41395, Daylight sighting outside Grain Valley near the Monkey Mountain Park Reserve
,-93.29459,36.66887,8/1/1993,41427, Memory told of a nighttime close encounter in the Henning Conservation Area near Branson
,-94.02478,40.39956,8/1/1979,43612, Woman recalls encounter she had as a youth on rural property north of Bethany
,-94.40015,39.60238,7/1/2014,45851, Motorist observes a large biped crossing US-33 at night near Plattsburg
,-90.71574,31.1603,5/26/1905,1338, Several incidents in the East Fork Community
,-89.59135,33.10925,5/3/1905,1339, Creature seen by witnesses
,-89.6111,30.2464,5/28/1905,1341," Family witness a large, hair covered creature eating food from their garden. "
,-88.74805,32.3372,5/30/1905,1342," Child sees a large, dark face staring at him from the bushes. "
,-88.40335,33.50025,5/21/1905,1344, while playing tag with several other children witness saw a white hairy creature. 
,-89.845,34.31605,10/1/1997,1345, creature leaned on the hood of a car. 
,-88.7496,32.2714,8/1/1975,4681," Nighttime sighting by teens, near Meridian"
,-89.0338,30.97675,6/19/1905,4767, Brothers have nighttime sighting near Leaf River Wildlife Management Area
,-90.8022,33.56555,1/1/1998,8732, Motorist has late night sighting of a light colored creature on rural highway
,-91.08505,31.39275,November 1978-79,12122, Morning sighting by hunter in Homochitto National Forest near Knoxville
,-88.864,32.1806,6/1/2004,12290, Motorists have early morning sighting near Enterprise
,-88.19894,34.60905,1/1/2006,13494, Sundown sighting near Tishomingo State Park
,-88.77015,32.036,10/1/1987,13918, Night time sighting by motorists on Highway 512 near Elwood (driver's observation)
,-88.77015,32.036,10/1/1987,14144, Night time sighting by motorists on Highway 512 near Elwood (passenger's observation)
,-90.19371,32.40191,10/1/1979,27012, Witnesses tell of a sighting they had as teenagers outside Jackson - w/sketch by artist
,-111.125,45.22417,6/1/1993,1454," Three backpackers see a large, massive upright animal running on two legs through the brush in Gallatin Nat'l"
,-113.1236,48.36139,6/4/1905,1517, Horse-riding witnesses see hairy bipedal animal cross trail on Blackfeet Reservation
,-112.7031,47.04333,6/4/1905,1519, Boys observe hairy man-like creature several times
,-111.8861,46.76472,8/1/1977,1530, Fly Fisherman sees a hairy bipedal creature while trout fishing
,-113.8381,46.97694,5/30/1905,1614, Young horseback rider has a face-to-face encounter in the Rattlesnake Wilderness Area
,-110.3308,46.01833,5/1/1989,1693," While scouting a timbered hill at 7000', hikers see a bipedal animal stand up & walk away"
,-104.1922,47.70667,6/1/1905,1695, Motorist sees long-haired upright animal walking across snow-covered road
,-110.8069,45.66722,7/1/1999,2995, A van driver and passenger observe a large animal walking
,-112.702,46.83285,7/1/1994,5627, Woman reports afternoon sighting
,-111.9094,47.12806,7/1/1978,6170, Boy Scouts watch creature eating leaves along Dearborn River
,-115.3903,47.62167,3/1/2004,8999, Woman reports riverbank sighting 
,-114.0717,47.06032,7/1/2004,9873, Woman reports sighting at the edge of backyard
,-113.1198,46.02962,9/1/1991,13383, Hunting guide recalls an encouter with a Bigfoot crouching behind a root ball in Bowls Creek
,-106.8331,45.0262,10/1/2006,17292, Late night sighting by motorist near Decker Montana
,-114.0125,45.82285,6/27/1905,21839, Trucker couple report daytime road-crossing sighting near Sula
,-112.4554,45.9754,8/1/2007,25662, Hiker spots a bigfoot in the mountains east of Butte
,-108.6873,47.66724,1/1/2011,33257, Tow truck driver watches a creature drag an elk away from accident site south of Malta on Hwy. 191
,-110.7781,46.76389,May 2010/2011,36281, Close daylight sighting by a fisherman near White Sulphur Springs
,-112.9707,45.3705,6/1/2012,40524, Photo taken of a possible print near Lake Esler and memory told of a daylight sighting near Deerhead Lake
,-77.2914,34.6894,10/1/1965,1939, Youth's presence startles unknown animal
,-82.443,35.33975,4/1/1983,3332, Motorist slams on his brakes when a 4-5' brown shaggy creature steps in front of his car near Hendersonville
,-83.28265,35.2483,5/26/1905,3333, Large creature turned and stared at couple
,-76.29115,36.3715,10/1/1982,3335," Deer hunter witnesses a large, gorilla like animal"
,-80.26915,35.2256,11/1/1994,3337," Woman witnesses a 7 foot tall, silver-black sasquatch while driving"
,-80.7704,36.09945,1971 or 72,3439, Young boy startles creature under house porch.  
,-78.4048,35.5311,7/1/2002,4676, Nighttime sighting by a man and his sister on road near Smithfield.
,-78.63611,35.18637,11/1/1976,6267, Two young men are confronted in broad daylight by a large creature near Falcon
,-78.09365,36.21335,11/1/1983,7246, Hunter has daytime sighting near Shocco Creek
,-80.6282,35.91965,8/1/1977,7393, Teenage boys have sighting at night near Lake Myers
,-79.03025,36.31625,11/1/1997,8804, Man has afternoon sighting and finds scat on his property near Flat River
,-80.0616,35.4449,6/1/2004,8983, Campers have morning sighting in Uwharrie National Forest
,-77.50434,34.53784,7/1/1999,9750, Motorist observes bipedal animal shaking a pecan tree near Camp LeJeune.
,-81.5917,35.6267,November 71' or 72',10608, Deer hunter watches large upright walking animal on Butler Knob.
,-82.829,35.892,July 2005-06,13492, Family describes incidents in Pisgah Nat. Forest ;  NC-06 Exped notes
,-76.946,35.998,11/1/1989,13663, Daylight sighting by hunters near Windsor
,-82.287,35.451,3/1/1991,14801, Daylight sighting by fishermen on Broad River
,-82.321,35.618,11/1/1991,15108, Adult recounters childhood sighting on Black Mountain
,-79.75644,35.30773,6/1/1990,15492, Road-crossing sighting by motorist on Hwy 220 north of Candor
,-80.375,35.75,9/1/1967,18516, Daylight sighting by farmer (and children) plowing field next to the Yadkin River
,-77.23759,34.40434,2/1/2005,24334, While training a U.S. Marine witnesses a large creature near Camp LeJuene
,-77.90525,36.0089,6/1/1905,26076, Woman recalls watching a bigfoot cross the road while riding with her mother near Rocky Mount
,-81.30889,36.31126,8/1/1978,27908, Man recalls his 1978 close encounter with a large hair covered creature in Wilkesboro
,-81.92929,35.88561,11/1/2010,29024, Daylight sighting of a bipedal animal by a motorist near Linville
,-79.21278,35.18083,10/1/1995,30735, Hunter in tree stand recalls startling early morning observation near Ft. Bragg
,-82.05008,35.85107,9/1/2009,30757, Driver & passenger observe late night road crossing near Spruce Pine
,-82.22121,35.75278,8/1/2011,30860, Daylight sighting by camper at Black Mountain Campground near Blue Ridge Parkway
,-77.53445,34.50917,10/1/1983,31303, Early morning traveler recalls roadway sighting near Holly Ridge
,-82.56715,35.41939,7/1/2009,31994, Late night sighting by boy walking near Mills River
,-81.03185,35.94647,6/1/2013,41508, Motorist observes large hairy biped in the late afternoon near Taylorsville
,-77.85507,34.78052,11/1/2011,42999, Law Enforcement Officer observes large figure along river bank while hunting for deer near Pin Hook
,-101.3166,48.25422,4/1/1962,751, Hunter describes described being stalked near Minot
,-102.701,47.72964,2/1/2004,8165, Rash of sighting reports from multiple witnesses
,-101.8886,47.71188,8/1/2005,12562, Multiple witness sighting near White Shield
,-96.7432,40.1399,5/27/1905,1149, Late Afternoon sighting by motorist near Blue Springs
,-97.97573,42.76609,6/1/1905,1152, Hunter has evening sighting near Bazile Creek State Wildlife Management Area.
,-96.6824,40.84792,6/2/1905,1155, Newspaper account of an encounter with an unknown creature near Salt Creek
,-95.88,41.134,5/28/1905,7809, Teen has nighttime sighting near Fontenelle Forest
,-95.92,41.238,8/1/2005,12482, Various sightings by residents near the Missouri River
,-98.22576,41.55099,12/1/1979,15615, Creature seen walking across pasture in daylight north of Grand Island
,-100.5501,42.87331,5/10/1905,25012," Woman recalls an encounter as a child, in an alley in the town of Valentine"
,-103.398,42.5893,7/1/1996,25241, Nighttime sighting by a motorist on a road south of Crawford
,-74.4611,40.478,10/1/1969,2271, Night time sighting by New Brunswick resident near Lawrence Brook
,-74.6215,40.7446,5/30/1905,2750," Driving along a secluded road at night, couple's car almost strikes creature crossing road"
,-74.2918,40.8959,10/1/1971,10046," Small group observed in a remote part of Essex County Swamp, around noon."
,-74.321,41.08335,6/26/1905,10918, Hunter has early morning encounter 8 miles north of Riverdale
,-74.68135,40.16465,6/25/1905,11168, Late night sighting by motorists in Crosswicks
,-74.3249,40.9934,4/1/2005,12065," Group observes animal in daylight, one mile from Federal Hill near Riverdale"
,-74.43445,39.60835,7/1/1998,14143," Night sighting by motorists near Garden State Parkway, exit 52"
,-74.59959,41.14652,11/1/1997,16701," Nighttime encounter at a garbage dumpster in Hamburg, near the Delware Water Gap."
,-74.85561,40.8192,2/1/2007,17550, Nighttime sighting by motorist near Mansfield
,-74.57013,41.01941,4/1/2011,29139, Afternoon sighting while hiking at Mahlon Dickerson Reservation
,-105.7395,33.27735,6/1/2000,1918, Nighttime sightings on Mescalero IR
,-108.87,36.126,6/1/2002,4538, Early evening sighting in meadow near Narbona Pass in the Chuska Mountains
,-106.8803,35.98475,5/1/1983,8409, Sasquatch reaches into tent of adult camper
,-105.7947,33.15405,7/1/2004,10114, A few witnesses see something reach through an open window in Mescalero N.M.
,-108.8676,35.63736,9/1/2002,10266, Witness sees unknown animal cross dirt road near New Mexico State Route 264
,-104.4801,36.9934,1/1/2005,10349, Motorist has nighttime sighting below Raton Pass
,-107.3956,36.72065,1/1/2005,11109, Close range night time sighting by water hauler near Gobernador (on BLM land).
,-107.6021,36.7474,12/1/2004,11526, Water hauler has late night encounter
,-109.0612,36.39135,10/1/2003,11589, Mother and daughter see creature from the road
,-108.7608,36.81315,3/1/2002,12542, River guide sees skinny bigfoot at dusk
,-107.9978,35.58565,11/1/2005,12994, Man observes creature walking across road.
,-108.892,36.08089,5/1/2009,26414, Daytime sighting by two men while driving near Narbona Pass
,-105.9678,36.65339,2/1/2011,28886, Couple driving home has night time sighting near Tres Piedras
,-108.2034,35.37201,3/1/2011,28964," Motorist has close-range encounter with large, hairy biped south of Thoreau"
,-108.84,36.0605,7/1/2011,34460, A large biped seen in headlights on a moonlit night in the Chuska Mountains
,-105.2526,35.52162,10/1/2013,43399," Scientist skeptic has early morning encounter behind gas station near Las Vegas, NM"
,-119.6564,39.29056,9/1/1980,3455, Two security guards see a creature outside of Gold Hill
,-119.6665,39.679,8/1/1972,5697, Three boys encounter sasquatch in eroded terrain
,-119.8458,39.00056,9/1/1984,5909, Two Hikers Have Close Encounter Near Genoa
,-118.325,37.8583,10/1/2004,22386, Daylight sighting by Reno police officer and two friends on Boundary Peak Mtn.
,-77.4028,42.6153,11/1/1979,7368, Morning sighting by deer hunter near Naples
,-75.0116,42.36176,March 2001-2004,8953, Multiple observations over three year span
,-75.64853,42.1174,October 2000/2001,10136, Close roadside observation of female upright animal along country road
,-74.14589,44.26646,8/1/1996,10289, Two people in canoe see creature on shoreline
,-78.23962,43.34806,1/1/2003,11688, Husband and wife see animal near garbage dump
,-77.93121,42.09785,2/1/1998,11726, Witness has two encounters with an animal near Genesee River
,-73.7171,41.5036,8/1/1980,11841, Two young boys see crouching animal
,-75.3811,42.32921,5/1/2004,12388, Women sees tall animal pass by her bedroom window in morning daylight (8
,-78.54224,43.19501,9/1/2002,12709, Daylight sighting by hiker outside Middleport
,-78.82683,42.15947,10/1/2000,13288, Daylight sighting by turkey hunter near Napoli
,-77.60525,42.28045,April 1979 or 80,13662, Daylight sighting near a railroad bed and the Canisteo River
,-74.8865,42.56379,8/1/1973,13874, Old sighting (1973) and recent vocalizations (2005/06) on the outskirts of Maryland (town)
,-78.3253,43.22649,4/1/1997,18122, Morning sighting by motorist at railroad crossing near Median
,-73.87915,41.94512,6/1/2009,26205, Young adult has daylight visual encounter of bipedal creature while driving near Rhinebeck
,-76.89331,43.27314,9/1/2003,26566," Man observes tall, white hair-covered creature during a family gathering near Lake Ontario"
,-81.11642,40.98596,1994-95,359, Daylight sighting by motorcyclist near Atwater
,-81.27132,39.88653,2/1/1977,374, Two women driving to work are surprised to see a very large hair covered biped running along the side of their
,-82.36887,39.58157,7/1/1998,378," Sighting by woman visiting an old rural cemetery, near Logan"
,-84.18491,40.24354,11/1/1982,841, Boy has several late night encounters near Sidney
,-83.02854,40.15002,8/1/1989,878," Hikers spot white bigfoot at Higbanks Park outside Columbus, OH"
,-80.88494,41.72134,12/1/2000,1117," Daytime sighting by two witnesses, near Geneva, at the end of Timberwoods Rd"
,-80.77387,40.36957,November 1980 or 81,1507," Witness hears loud noise outside bedroom window, observes bipedal animal running away"
,-82.69884,40.38609,5/30/1905,1625, Children have daytime close encounter near Sparta; UPDATED with Witness Sketch
,-83.95184,39.92104,9/1/1993,1750," Large furry head about 12"" by 18"" looked in the back door. "
,-83.94906,39.85461,10/1/1998,1751," Latenight encounter while camping, then morning vocalizations heard"
,-83.96562,39.86096,10/1/2000,1755," Driver sees a tall (about 7-8ft), fur covered biped along roadside"
,-83.96123,39.89216,11/1/2000,1756," Deer Hunter sees large, bipedal, fur covered man-like critter run by in early morning encounter"
,-81.25768,40.77789,2/1/2001,1851, Two men see see a hairy creature running into woods
,-82.29162,39.78594,6/1/1978,2450," While hiking with friends, eleven year old girl almost runs into 6' hairy creature"
,-80.58332,40.70386,1982 or 83,2696," Nighttime sighting by three in car, on Sprucevale Rd. near Calcutta"
,-81.35575,40.74065,2/1/1995,2850," Two friends witness tall, hairy creature drinking from a pond"
,-84.38103,41.2625,5/1/1998,2902, Man in boat spotting deer witnesses a three to four foot tall biped walking on a log followed by a scream
,-81.51749,40.27488,1997-2001,3080," A family's encounters with a reddish brown beast outside of Newcomerstown, Ohio"
,-81.73172,39.40877,5/31/1905,3180," Early evening sighting by two children, near Layman"
,-81.33974,41.39803,3/1/2001,3248, Bainbridge (Chagrin Falls) Ohio resident reports multiple sightings
,-82.80257,40.4764,1/1/1978,3293," Three fox hunters witness a ""Freak of nature bear"" step over a fence and walk into a thicket. "
,-81.3726,41.47349,8/1/1980,3301, Daytime sighting in a wooded area a few miles east of Interstate 271
,-83.39134,38.73687,December 1997 -98,3315," Nighttime sighting by mother and son in Lynx, near West Union"
,-84.06565,40.73412,3/1/1987,3351, Late night sighting by teen at Lost Creek Golf Course
,-82.32803,40.82327,9/1/1991,3380, Two high school students are chased by large unknown creature
,-82.23988,40.59935,7/1/1997,3381," A group of canoers see a large, black creature along the river bank"
,-81.30896,41.30265,1962?,3651," Sighting in the Audubon wildlife preserve, outside Aurora"
,-82.54968,38.79833,5/1/1998,3686," Another nighttime incident near Hoadley, off Hoadley Road (Wayne Nat. For.)"
,-82.55177,38.79381,9/1/1998,3767," Late night sighting in Wayne National Forest, off Hoadley Road"
,-82.52238,39.39935,10/1/1980,3920, Hunters have several encounters near Ash Cave State Park
,-81.54855,39.46019,7/1/1984,4073, White hair covered creature seen at the edge of a cornfield
,-83.28128,38.83859,4/1/1999,4176, Evening sighting by two young boys
,-80.93665,41.81835,7/1/1991,4200, Late night sighting by motorists on Austin Road in Geneva
,-82.24257,39.45789,9/1/1994,4202, Evening sighting by squirrel hunter in woods behind old brick Kilns
,-80.55217,40.76533,June 1980/82,4306," Sighting at a home on Duke Vodrey Rd., above Beaver Creek. "
,-80.57164,40.6807,6/1/1971,4307, Late night sighting by children at a home in Calcutta
,-81.85331,39.28537,5/1/2002,4409, A series of encounters on Haga Ridge near the Wayne National Forest
,-81.51075,40.67979,July 1978 to 1980,4484," A series of sightings, screams, and smells near an abandoned strip mine"
,-84.09158,39.74961,6/1/2002,4498, Late afternoon sighting by motorist on I-675 near Beavercreek
,-84.54476,41.34728,5/30/1905,4556, Midnight sighting by motorist on Coy Rd
,-83.00142,39.89203,6/1/1997,4557, Saturday morning sighting by a motorist on William's Road
,-81.63656,40.17699,10/1/1998,4558, Young squirrel hunter has evening sighting on family property near Birds Run
,-84.79429,39.37509,7/1/2002,4659, Couple hears vocalization late at night - son finds prints near Okeana
,-84.80138,39.37215,6/1/2001,4672, Midnight sighting by two witnesses near Okeana
,-81.1438,41.7164,7/1/1981,4731, A woman sitting on a bench in a park sees a large hairy creature behind a four foot wall staring at her
,-83.6118,40.6445,7/1/2002,4760," Young man see's a ""huge hairy ape looking thing"" under a bridge on the Scioto River"
,-81.1351,41.5325,August 2002.1980?,4762, Woman has two evening encounters twenty years apart
,-80.58163,41.81902,11/1/1976,4837, Rabbit hunter witness's a massive creature running through the woods
,-80.6937,40.39103,6/19/1905,4951," Young hunter has sighting, accompanied by knocking sounds, near Wintersville"
,-80.78826,40.2831,6/10/1905,4952, Evening sighting by ice fisherman near Friendship Lake
,-82.67252,40.00915,5/21/1905,4953, Family has sighting on farm along Headleys Mill Road
,-80.9835,41.1174,5/25/1905,4959, Nightime sighting at a Lake Milton marina
,-83.26393,39.17257,12/1/1999,4964, Evening sighting by couple near Latham
,-84.62567,39.70042,5/1/1977,4970, Case report about a sighting by a boy and local rumors about a bigfoot in area. 
,-82.48699,40.61236,9/1/1998,4973, Tracks and vocalizations lead to sighting by trappers in Bellville area
,-83.12873,38.83628,10/1/1990,4976," Witness has two sightings, ten years apart in Cut Rock area"
,-81.0758,40.74451,8/1/1978,4977, Ron Schaffner case report
,-80.76735,41.36755,2/1/2000,4978, Prints found following sighting near Mosquito Lake
,-81.67339,39.38745,5/24/1905,4983, Sighting and vocalizations at a home in Wayne National Forest
,-81.19895,40.75872,6/14/1905,5030," Flap of sightings offers clues pointing to deer predation, similar to evidence found elsewhere in Ohio"
,-82.93085,38.79215,6/1/1985,5229, Man recalls seeing a strange bipedal animal during his one and only hunting trip
,-81.62379,41.23638,9/1/1998,5267, Young teenager has two sightings less than two months apart in a ravine behind her home
,-83.5556,40.04792,5/1/1983,5311, Large hairy creature and footprints seen along fence line on property with past activity
,-82.26236,40.60787,8/1/1943,5333, Man recalls being picked up while child in Mohican Memorial Forest
,-83.0363,39.10611,5/1/2000,5977, A brief encounter with a light colored hair covered creature
,-82.97854,38.74899,10/1/1986,6062," Three teenagers witness a ""thing"" crouched on the road, stand up, take three quick steps, and jump over the r"
,-82.1013,39.64193,5/1/2003,6313, A family witness's a hairy humanlike face in the cars headlights while pulled off the side of the road
,-82.0101,41.03,5/1/2003,6330, A man standing on his back porch watches a large hair covered creature run down the railroad tracks and jump
,-80.57593,40.68935,7/1/2001,6620," A man driving down the road witness's a 'huge"" creature walk across the road"
,-81.98721,39.90416,7/1/2003,6722," Woman observes a sasquatch behind her fence near Zanesville, Ohio.  "
,-84.45905,39.49695,1995 to 2003,6804, Two ourtdoorsmen chased by a large bear like biped recount 25+ years of strange occurrences. 
,-80.64831,40.77972,11/1/2001,6900, Ongoing accounts with a screaming ape-like creature
,-82.29486,40.85035,7/1/1963,7026, Three teenage boys witness an ape-like creature lope across a field into the woods
,-81.65929,39.3731,6/12/1905,7085, Three boys playing games witness a huge creature walking through their front yard
,-83.11422,39.49265,7/1/1980,7133," Father, son and cousin enounter a large hair covered creature while wading through a creek"
,-81.39101,39.54739,November 1978 thru 1982,7220, A man relates a series of occurrences on the family farm involving an upright walking hair covered creature 
,-81.17155,41.13356,10/1/2003,7224," Ongoing Encounters with ""Fang"" on old family land"
,-82.44401,40.92276,11/1/1958,7425, A Teenager and His Dog Encounter an Ape-like Creature While Retrieving Their Trap Lines
,-81.4311,41.10765,9/1/1978,7431, Nine year old playing hide and seek comes face to face with a small ape-like creature
,-84.21719,40.80725,11/1/2003,7436," ""Ape-like"" Face Appears in Window, Startles Woman at Computer"
,-84.14493,39.89172,9/1/2003,7718," Four teens camping hear grunting or snorting, observe creature walk from corn field into the woods"
,-82.2244,39.4484,7/1/1980,7803, Three college students witness a large creature standing just off of the railroad tracks.  
,-83.13585,39.20212,12/1/2002,7932, A young hunter witness's a seven foot tall creature less than 25 feet away
,-82.70263,39.74107,6/1/2000,7936, Three people driving slow down to witness a dark biped walking toward the wood line near the Rock Mill Wildli
,-82.66616,38.54852,8/1/1980,7940," Bother and sister are followed by a brown, hairy creature walking on two legs"
,-81.96419,41.06648,9/1/2001,7973, A young teen sees a hairy creature on the family farm while riding his bike. 
,-82.47604,39.17029,5/1/2000,7995, Young teen is chased by a seven foot tall hairy creature
,-82.41166,39.14299,1986 or 1987?,8017," A family is shocked to see a large, hairy creature run across a forest road with a pack of dogs in pursuit"
,-81.69818,40.08946,10/1/1996,8042, Bowhunter turns around to see a creature staring at him almost motionless. 
,-82.28814,40.05998,1/1/1984,8236," Two girls witness a large, hair covered baboon like creature squatting in the middle of the road"
,-82.32669,39.48219,5/1/1979,8394," Family has encounters with a large, hair covered creature just on the edge of Wayne National Forest"
,-81.15622,40.7343,August 1970's-1980's,8406," Encounters with a hairy creature in the same area as the well known ""Minerva monster flap."""
,-83.9374,40.6559,3/1/2004,8446, Three motorists have early morning road sighting near Hardin/Allen county line
,-81.26217,40.54605,8/1/1976,8494, A woman recounts her childhood sighting near Atwood Lake
,-81.77677,41.02572,9/1/1976,8587," A childhood encounter just outside of Wadsworth, Ohio"
,-81.79669,41.06019,10/1/2000,8778, A possible sighting of the River Styx monster crossing a small clearing
,-80.6616,40.42591,May 2002-2004,8785, Family has series of experiences north of Steubenville off of State Route 213
,-81.20629,41.44442,2/1/1978,8836," Brothers have sighting in their backyard during the ""Blizzard of 1978."""
,-82.82576,40.46339,6/1/1978,8944, Mini-bike rider has afternoon encounter near Fulton
,-80.89096,41.42579,8/1/2004,9129, Man has close encounter very near the Grand River State Game Preserve
,-81.5117,40.1218,8/1/2004,9188," While picnicking in early evening, a couple has sighting at Salt Fork State Park"
,-81.61014,39.92781,8/1/2004,9281, Man has an early morning sighting near Pleasant City
,-82.82214,40.5896,8/1/2002,9537, Two Motorists Have An Early Evening Sighting North of Mt. Gilead
,-83.51394,39.96627,2/1/2003,10330, Two motorists have a lengthy sighting along SR56 near the Madison and Clark County line. 
,-81.81317,41.12012,9/1/1992,10729, Driver encounters an unknown hairy biped just outside of Medina.
,-81.22075,41.57231,2/1/2005,10766, Motorist has a nighttime sighting just outside of Chardon.
,-83.0556,40.26494,7/1/1976,10861, Teenagers wading down the Olentangy River at night have a sighting south of Delaware.
,-82.87663,40.50945,1/1/2005,10863, Two young men have a sighting while tending a campfire near Cardington.
,-82.71107,38.60551,2/1/1991,10925, Four men have a sighting after vocalizations cause them to leave their campsite near Lake Vesuvius.
,-81.18352,40.71737,5/1/2005,11771, A young man hears vocals and has a sighting north of Malvern
,-83.0337,40.08159,1986-87,14646, Fisherman Observes White Creature Swimming in Antrim Lake
,-81.5745,41.29621,7/1/1995,15885, Possible confrontation with hikers at night in Cuyahoga Valley National Park
,-80.51186,41.05304,7/1/1998,23125, Large creature dragging a dead animal crosses road south of North Jackson
,-81.56232,40.10801,5/1/2003,24141, Large creature mistaken for roadkill stands up and runs on two legs near Salt Fork Lake State Park
,-81.56255,41.2584,9/1/2005,25715, Man recalls early evening sighting near Brandywine Ski Resort
,-83.80582,38.81772,7/1/1986,25961, Young woman has close encounter at night outside of Georgetown
,-84.36874,39.63662,2/1/2005,26369, Late night sighting by motorists north of Germantown
,-80.77592,41.09087,10/1/2001,26709, Young man recalls encounter behind his house and close to the Meander Creek Reservoir
,-81.32809,40.36831,9/1/1988,26997, Man recalls childhood observation of rock throwing near Urichsville
,-80.97507,40.95818,8/1/2009,27613, Woman recounts nighttime sighting of a small bigfoot outside her home near Beloit
,-81.1124,41.15384,2/1/1994,28820, Man recounts sighting from his teens near Edinburg
,-82.14285,38.9264,2/1/2011,28912, Motorist traveling near the Ohio River has bigfoot sighting outside Chesire
,-81.39331,40.47672,6/1/2008,29158, Evening sighting at a cornfield near New Philadelphia
,-80.95952,41.81287,7/1/2011,30035, Man describes his dusk sighting near Geneva
,-81.60576,41.23739,6/1/2011,31852, Daylight sighting behind a home in Cuyahoga National Park
,-80.53528,40.63606,8/1/1973,33014, Memory told of a daylight sightling while walking down railroad tracks near East Liverpool
,-84.04518,40.04342,2/1/2009,33979, Witness has numerous encounters and collects physical evidence over a seven month period near Christianburg
,-82.17295,40.61286,6/1/2012,36830," Multiple witnesses watch figure cross road near Nashville, Ohio"
,-81.22853,41.5621,2004?,39158, Recollection of a daylight sighting while riding mini-bikes near Chardon
,-82.17295,40.61286,6/1/2012,39360, Late night road crossing on SR 39 west of Nashville
,-81.50933,40.10348,5/1/2013,41232, Sighting of two animals walking a ridge line in Salt Fork State Park
,-81.31219,40.79438,9/1/2011,42745, Strange occurrences outside a home lead to a daylight sighting by a father and son near East Canton
,-84.17227,39.13595,5/1/2014,46635, Father and son have multiple encounters outside Cincinnati
,-96.30222,34.29861,6/1/1992,742, Boys have early morning encounter at watermelon patch off road
,-95.70208,35.70166,9/1/1997,1296, A geologist witnesses a reddish-brown animal hanging from a low branch over the bridge on the opposite bank o
,-96.75361,33.89444,7/1/1997,1297, Man and his mother witness a Sasquatch while walking in the woods. 
,-97.479,35.74111,7/1/1997,1298, Morning road crossing sighting near the town of Edmond. 
,-95.01167,34.39639,1/1/2000,1299," Sighting by logger, Recent incidents near a rural home. "
,-94.65639,34.44333,7/1/2000,1302, Brief sighting by a fisherman ; Tracks found ; Report from investigators. 
,-98.31556,34.9575,3/1/1992,1305, Creature observed running across the road. 
,-94.84861,34.61361,1/1/2000,1506, Nighttime sighting by trucker near Honobia
,-94.70667,34.78833,3/1/2000,2018, Young man has road cross encounter at dusk
,-96.972,34.495,10/1/1996,2032, Creature observed kneeling beside a creek late at night
,-94.83,35.92806,8/1/1990,2041," August 1 1990 Oklahoma, Cherokee County, near Eldon"
,-97.1225,36.02306,6/19/1905,2788, Rural family's dog chases young sasquatch
,-98.575,35.50556,10/1/1999,3042, Daylight sighting from interstate highway. 
,-96.66528,34.86111,10/1/1992,3731, Child watches fawn being chased near Canadian River
,-98.34056,35.10278,6/1/2001,3964," Wooded, rural, lake house scene of late night encounter"
,-97.45694,35.64389,1/1/1982,4081, Early morning sighting of young sasquatch in snow
,-97.03333,35.97389,November 1996-1997,4134, Man has close moonlit encounter
,-94.55944,34.59583,10/1/2001,4532," Small sasquatch seen in tree by hunter, near Big Cedar"
,-95.80417,36.91528,12/1/2002,5620, Black bigfoot observed from highway by route driver and son
,-96.968,35.86972,8/1/2002,5681, Rural commuter sees large animal shift from quadrupedal to bipedal movement
,-95.97,35.27056,1976-1980,5817, Woman recalls childhood encounters.
